SpName,TraitName,ValueQ,Units,ValueC,ValueT,CitName,Notes
Juncus nevadensis,Where_native,,,Willamette Valley,,--
Juncus oxymeris,Authority,,,,Engelm.,--
Juncus oxymeris,Code,,,,JUOX,--
Juncus oxymeris,Common_name,,,,pointed rush,--
Juncus oxymeris,Family,,,,Juncaceae,--
Juncus oxymeris,Growth_form_std,,,monocot forb,,--
Juncus oxymeris,Habit,,,herbaceous,,--
Juncus oxymeris,Habitat_main,,,wetland,,--
Juncus oxymeris,Perenniality,,,perennial,,--
Juncus oxymeris,Status_Federal,,,none,,--
Juncus oxymeris,Status_ONHIC,,,none,,--
Juncus oxymeris,Status_State,,,none,,--
Juncus oxymeris,Taxonomic_group,,,monocot,,
Juncus oxymeris,Wetland_Indicator_Status,,,FACW+,,"USDA, NRCS 05"
Juncus oxymeris,Where_native,,,Willamette Valley,,--
Juncus tenuis,Authority,,,,Willd.,--
Juncus tenuis,Clonality,,,clonal rhizomes,,Flora of North America
Juncus tenuis,Clonality,,,clonal rhizomes,,Flora ID Northwest 04
Juncus tenuis,Code,,,,JUTE,--
Juncus tenuis,Common_name,,,,poverty rush,--
Juncus tenuis,Diaspore_feature,,,mucilage,,Ecol. Flora British Isles
Juncus tenuis,Dispersal_mode,,,mixed,,Ecol. Flora British Isles
Juncus tenuis,Dormancy_break_mech,,,not stratification,,Guerrant and Raven 95
Juncus tenuis,Family,,,,Juncaceae,--
Juncus tenuis,Flowering_peak_month,7.5,month,,,Cooke 97,
Juncus tenuis,Germination_rate,79,%,,,Guerrant and Raven 95,Maximum germination
Juncus tenuis,Growth_form_Corn,,,tussock,,,
Juncus tenuis,Growth_form_std,,,graminoid,,--,
Juncus tenuis,Habit,,,herbaceous,,--,
Juncus tenuis,Height_max,60,cm,,,Flora ID Northwest 04,
Juncus tenuis,Leaf_division,,,simple,,--,
Juncus tenuis,Leaf_margin,,,entire,,--,
Juncus tenuis,Leaf_shape,,,,linear,--,
Juncus tenuis,Life_form,,,hemicryptophyte,,--,
Juncus tenuis,Life_form_exp,,,H sstem bas,,,
Juncus tenuis,Mass_seed,0.017000001,mg,,,Guerrant and Raven 95,
Juncus tenuis,Perenniality,,,perennial,,--,
Juncus tenuis,Propagation_mode,,,seed and vegetative,,--,
Juncus tenuis,Reproductive_sched,,,polycarpy,,--,
Juncus tenuis,Root_system,,,fibrous,,--,
Juncus tenuis,Seed_length,0.389999986,mm,,,Guerrant and Raven 95
Juncus tenuis,Seed_length,0.481000006,mm,,,Roberts 05b
Juncus tenuis,Seed_shape,0.094259001,mm3,,,Roberts 05b
Juncus tenuis,Status_Federal,,,none,,--
Juncus tenuis,Status_ONHIC,,,none,,--
Juncus tenuis,Status_State,,,none,,--
Juncus tenuis,Stem_arrangement,,,single upright,,--
Juncus tenuis,Taxonomic_group,,,monocot,,
Juncus tenuis,Wetland_Indicator_Status,,,FAC,,"USDA, NRCS 05"
Juncus tenuis,Where_native,,,cosmopolitan,,--
Koeleria macrantha,Authority,,,,(Ledeb.) J.A. Schultes,--
Koeleria macrantha,Clonality,,,non-clonal,,--
Koeleria macrantha,Code,,,,KOMA,"USDA, NRCS 07"
Koeleria macrantha,Common_name,,,,prairie Junegrass,--
Koeleria macrantha,Diaspore_feature,,,none,,--
Koeleria macrantha,Dispersal_peak_month,6.5,month,,,Boyer 07a
Koeleria macrantha,Dormancy_break_mech,,,not stratification,,Young 01b,
Koeleria macrantha,Dormancy_break_mech,,,not after-ripening,,Ecol. Flora British Isles,
Koeleria macrantha,Dormancy_break_mech,,,not light,,Ecol. Flora British Isles,
Koeleria macrantha,Family,,,,Poaceae,--,
Koeleria macrantha,Flowering_peak_month,5,month,,,Boyer 07a,
Koeleria macrantha,Germination_peak_month,11,month,,,Boyer 07a,
Koeleria macrantha,Germination_rate,52.5,%,,,Roberts and Clark 04a,Fungicide -
Koeleria macrantha,Germination_rate,86.66666412,mg,,,Clark et al 08b,
Koeleria macrantha,Growth_form_Corn,,,tussock,,--,
Koeleria macrantha,Growth_form_std,,,graminoid,,--,
Koeleria macrantha,Habit,,,herbaceous,,--,
Koeleria macrantha,Habitat_main,,,upland prairie,,--,
Koeleria macrantha,Height_max,70,cm,,,Flora ID Northwest 04,
Koeleria macrantha,LAR_standard,33.87773514, mm2/mg,,,Clark et al 08,Standard conditions
Koeleria macrantha,Leaf_area_21d,75.00461578, mm2,,,Clark et al 08,Standard conditions
Koeleria macrantha,Leaf_division,,,simple,,--,
Koeleria macrantha,Leaf_margin,,,entire,,--,
Koeleria macrantha,Leaf_shape,,,,lanceolate,--,
Koeleria macrantha,Life_form,,,hemicryptophyte,,--,
Koeleria macrantha,LMR_standard,0.799099326, mg/mg,,,Clark et al 08,Standard conditions
Koeleria macrantha,Mass_aboveground_21d,1.876923084,  mg,,,Clark et al 08,Standard conditions
Koeleria macrantha,Mass_root_21d,0.515384614,  mg,,,Clark et al 08,Standard conditions
Koeleria macrantha,Mass_seed,0.300000012,mg,,,Grime et al. 90,
Koeleria macrantha,Mass_seed,0.221000001,mg,,,Clark et al 08b,
Koeleria macrantha,Nitrogen_fixing,,,No,,--,
Koeleria macrantha,Perenniality,,,perennial,,--,
Koeleria macrantha,Propagation_mode,,,seed and vegetative,,--,
Koeleria macrantha,Ps_pathway,,,C4,,--,
Koeleria macrantha,Reproductive_sched,,,polycarpy,,--,
Koeleria macrantha,RGR_standard,0.163633972,per day,,,Clark et al 08,Standard conditions
Koeleria macrantha,Root_system,,,fibrous,,--,
Koeleria macrantha,RSA_standard,0.495046377, --,,,Clark et al 08,Standard conditions
Koeleria macrantha,Seed_bank,,,yes,,Ecol. Flora British Isles,
Koeleria macrantha,Seed_bank,,,no,,Grime et al. 90,
Koeleria macrantha,SLA_standard,43.07165909, mm2/mg,,,Clark et al 08,Standard conditions
Koeleria macrantha,Status_Federal,,,none,,--,
Koeleria macrantha,Status_ONHIC,,,none,,--,
Koeleria macrantha,Status_State,,,none,,--,
Koeleria macrantha,Stem_arrangement,,,multiple upright,,--,
Koeleria macrantha,Synonym,,,,Koeleria cristata,--,
Koeleria macrantha,Taxonomic_group,,,monocot,,,
Koeleria macrantha,ULR_standard,0.005364547,mg/mm2/day,,,Clark et al 08,Standard conditions
Koeleria macrantha,Wetland_Indicator_Status,,,NL,,"USDA, NRCS 07",
Koeleria macrantha,Where_native,,,cosmopolitan,,--,
Lathyrus holochlorus,Authority,,,,(Piper) CL Hitchc.,--,
Lathyrus holochlorus,Code,,,,LAHO2,"USDA, NRCS 08",
Lathyrus holochlorus,Common_name,,,,thin-leaved peavine,--,
Lathyrus holochlorus,Family,,,,Fabaceae,--,
Lathyrus holochlorus,Flowering_peak_month,6,month,,,Hitchcock et al. 69,May-July
Lathyrus holochlorus,Growth_form_std,,,vine,,--,
Lathyrus holochlorus,Habit,,,herbaceous,,--,
Lathyrus holochlorus,Habitat_main,,,woodland,,--,
Lathyrus holochlorus,Leaf_division,,,compound,,--,
Lathyrus holochlorus,Leaf_margin,,,lobed,,--,
Lathyrus holochlorus,Leaf_shape,,,,elliptic,--,
Lathyrus holochlorus,Life_form,,,hemicryptophyte,,--,
Lathyrus holochlorus,Mass_seed,45.90000153,mg,,,Broich 83,"average seed weight; range=37-54; n=12, population located in Linn Co., Oregon"
Lathyrus holochlorus,Mass_seed,40.90000153,mg,,,Broich 83,"average seed weight; range =31-49mg/seed ; n=30 ; population located in Linn Co., Oregon"
Lathyrus holochlorus,Perenniality,,,perennial,,--,
Lathyrus holochlorus,Propagation_mode,,,seed and vegetative,,--,
Lathyrus holochlorus,Status_Federal,,,none,,OrNHIC 04,
Lathyrus holochlorus,Status_ONHIC,,,List 1,,OrNHIC 04,
Lathyrus holochlorus,Status_State,,,none,,--,
Lathyrus holochlorus,Stem_arrangement,,,creeping,,--,
Lathyrus holochlorus,Taxonomic_group,,,dicot,,
Lathyrus holochlorus,Where_native,,,Willamette Valley,,--
Leptosiphon bicolor,Authority,,,,Nutt.,"USDA, NRCS 07"
Leptosiphon bicolor,Clonality,,,non-clonal,,--
Leptosiphon bicolor,Code,,,,LEBI8,"USDA, NRCS 07"
Leptosiphon bicolor,Common_name,,,,true babystars,"USDA, NRCS 07"
Leptosiphon bicolor,Diaspore_feature,,,none,,--
Leptosiphon bicolor,Dormancy_break_mech,,,not stratification,,Bartow 04
Leptosiphon bicolor,Family,,,,Polemoniaceae,--
Leptosiphon bicolor,Flowering_peak_month,4.5,month,,,Boyer 07a
Leptosiphon bicolor,Germination_peak_month,10,month,,,Boyer 07a
Leptosiphon bicolor,Growth_form_Corn,,,erect leafy,,--
Leptosiphon bicolor,Growth_form_std,,,dicot forb,,--
Leptosiphon bicolor,Habit,,,herbaceous,,--
Leptosiphon bicolor,Habitat_main,,,upland prairie,,Native Seed Network 07
Leptosiphon bicolor,Height_max,20,cm,,,Flora ID Northwest 04
Leptosiphon bicolor,Leaf_division,,,simple,,Flora ID Northwest 04
Leptosiphon bicolor,Leaf_division,,,compound,,Flora ID Northwest 04
Leptosiphon bicolor,Leaf_margin,,,lobed,,Flora ID Northwest 04
Leptosiphon bicolor,Leaf_shape,,,,linear,Flora ID Northwest 04
Leptosiphon bicolor,Life_form,,,therophyte,,--
Leptosiphon bicolor,Nitrogen_fixing,,,No,,--
Leptosiphon bicolor,Perenniality,,,annual,,--
Leptosiphon bicolor,Propagation_mode,,,seed,,--
Leptosiphon bicolor,Reproductive_sched,,,monocarpy,,--
Leptosiphon bicolor,Root_system,,,tap,,Flora ID Northwest 04
Leptosiphon bicolor,Status_Federal,,,none,,--
Leptosiphon bicolor,Status_ONHIC,,,none,,--
Leptosiphon bicolor,Status_State,,,none,,--
Leptosiphon bicolor,Stem_arrangement,,,single upright,,--
Leptosiphon bicolor,Synonym,,,,Linanthus bicolor,--
Leptosiphon bicolor,Wetland_Indicator_Status,,,NL,,"USDA, NRCS 07"
Leptosiphon bicolor,Where_native,,,Willamette Valley,,--,
Leucanthemum vulgare,Authority,,,,Lam.,--,
Leucanthemum vulgare,Breeding,,,mixed,,--,
Leucanthemum vulgare,Clonality,,,clonal rhizomes,,Ecol. Flora British Isles,
Leucanthemum vulgare,Code,,,,LEVU,--,
Leucanthemum vulgare,Common_name,,,,oxeye daisy,--,
Leucanthemum vulgare,Diaspore_feature,,,none,,Flora ID Northwest 04,
Leucanthemum vulgare,Dispersal_peak_month,7,month,,,Grime et al. 90,
Leucanthemum vulgare,Dormancy_break_mech,,,not stratification,,Maret 96b,
Leucanthemum vulgare,Family,,,,Asteraceae,--,
Leucanthemum vulgare,Flowering_peak_month,6,month,,,Grime et al. 90,
Leucanthemum vulgare,Germination_peak_month,10,month,,,Grime et al. 90,Germinates in fall and spring
Leucanthemum vulgare,Germination_peak_month,3,month,,,Grime et al. 90,Germinates in fall and spring
Leucanthemum vulgare,Germination_rate,99.40000153,%,,,Maret 96b,No seed treatment
Leucanthemum vulgare,Germination_rate,81.33333588,mg,,,Clark et al 08b,
Leucanthemum vulgare,Growth_form_Corn,,,semi-basal,,--,
Leucanthemum vulgare,Growth_form_std,,,dicot forb,,--,
Leucanthemum vulgare,Habit,,,herbaceous,,--,
Leucanthemum vulgare,Habitat_main,,,upland prairie,,--,
Leucanthemum vulgare,Height_max,50,cm,,,Flora ID Northwest 04,
Leucanthemum vulgare,LAR_standard,43.49679947, mm2/mg,,,Clark et al 08,Standard conditions
Leucanthemum vulgare,Leaf_area_21d,312.0090942, mm2,,,Clark et al 08,Standard conditions
Leucanthemum vulgare,Leaf_division,,,simple,,--,
Leucanthemum vulgare,Leaf_margin,,,lobed,,--,
Leucanthemum vulgare,Leaf_shape,,,,obovate,--,
Leucanthemum vulgare,Life_form,,,hemicryptophyte,,Ecol. Flora British Isles,
Leucanthemum vulgare,LMR_standard,0.765761375, mg/mg,,,Clark et al 08,Standard conditions
Leucanthemum vulgare,Mass_aboveground_21d,4.754545689,  mg,,,Clark et al 08,Standard conditions
Leucanthemum vulgare,Mass_aboveground_timed,0.01,g,,,Pill et al. 94,Harvested at 20 days; grown with ample water and moderate nutrients
Leucanthemum vulgare,Mass_root_21d,0.845454574,  mg,,,Clark et al 08,Standard conditions
Leucanthemum vulgare,Mass_seed,0.330000013,mg,,,Grime et al. 90,
Leucanthemum vulgare,Mass_seed,0.297666669,mg,,,Clark et al 08b,
Leucanthemum vulgare,Nitrogen_fixing,,,No,,--,
Leucanthemum vulgare,Perenniality,,,perennial,,--,
Leucanthemum vulgare,Pollination_mode,,,mixed,,Grime et al. 90,insect and self
Leucanthemum vulgare,Propagation_mode,,,seed and vegetative,,Ecol. Flora British Isles,
Leucanthemum vulgare,Ps_pathway,,,C3,,--,
Leucanthemum vulgare,Reproductive_sched,,,polycarpy,,--,
Leucanthemum vulgare,RGR_standard,0.140055135,per day,,,Clark et al 08,Standard conditions
Leucanthemum vulgare,Root_system,,,tap,,--,
Leucanthemum vulgare,RSA_standard,0.661642015, --,,,Clark et al 08,Standard conditions
Leucanthemum vulgare,Seed_bank,,,yes,,Ecol. Flora British Isles,
Leucanthemum vulgare,SLA_standard,56.86931992, mm2/mg,,,Clark et al 08,Standard conditions
Leucanthemum vulgare,Status_Federal,,,none,,--,
Leucanthemum vulgare,Status_ONHIC,,,none,,--,
Leucanthemum vulgare,Status_State,,,none,,--,
Leucanthemum vulgare,Stem_arrangement,,,single upright,,Klinkenberg 07,
Leucanthemum vulgare,Stem_arrangement,,,multiple upright,,--,
Leucanthemum vulgare,Synonym,,,,Chrysanthemum leucanthemum,--,
Leucanthemum vulgare,Taxonomic_group,,,dicot,,,
Leucanthemum vulgare,ULR_standard,0.003035486,mg/mm2/day,,,Clark et al 08,Standard conditions
Leucanthemum vulgare,Wetland_Indicator_Status,,,NL,,"USDA, NRCS 07",
Leucanthemum vulgare,Where_native,,,Europe,,--,
Ligusticum apiifolium,Authority,,,,(Nutt. ex Torr. & Gray) Gray,"USDA, NRCS 07",
Ligusticum apiifolium,Clonality,,,non-clonal,,--,
Ligusticum apiifolium,Code,,,,LIAP,"USDA, NRCS 07",
Ligusticum apiifolium,Common_name,,,,celeryleaf licorice-root,"USDA, NRCS 07",
Ligusticum apiifolium,Diaspore_feature,,,none,,Flora ID Northwest 04,
Ligusticum apiifolium,Dispersal_peak_month,7,month,,,Boyer 07a,
Ligusticum apiifolium,Dormancy_break_mech,,,stratification,,Boyer 07a,
Ligusticum apiifolium,Dormancy_break_mech,,,not stratification,,Roberts and Clark 04b,
Ligusticum apiifolium,Family,,,,Apiaceae,--,
Ligusticum apiifolium,Flowering_peak_month,6,month,,,Boyer 07a,
Ligusticum apiifolium,Germination_peak_month,3,month,,,Boyer 07a,
Ligusticum apiifolium,Germination_rate,21.33333397,mg,,,Clark et al 08b,
Ligusticum apiifolium,Growth_form_Corn,,,semi-basal,,--,
Ligusticum apiifolium,Growth_form_std,,,dicot forb,,--,
Ligusticum apiifolium,Habit,,,herbaceous,,--,
Ligusticum apiifolium,Habitat_main,,,upland prairie,,Native Seed Network 07,
Ligusticum apiifolium,Height_max,110,cm,,,Flora ID Northwest 04,
Ligusticum apiifolium,LAR_standard,23.29686737, mm2/mg,,,Clark et al 08,Standard conditions
Ligusticum apiifolium,Leaf_area_21d,215.3999939, mm2,,,Clark et al 08,Standard conditions
Ligusticum apiifolium,Leaf_division,,,compound,,Flora ID Northwest 04,
Ligusticum apiifolium,Leaf_margin,,,toothed,,Flora ID Northwest 04,
Ligusticum apiifolium,Leaf_shape,,,,ovate,Gilkey and Dennis 01,
Ligusticum apiifolium,Life_form,,,hemicryptophyte,,--,
Ligusticum apiifolium,LMR_standard,0.781769633, mg/mg,,,Clark et al 08,Standard conditions
Ligusticum apiifolium,Mass_aboveground_21d,5.579999924,  mg,,,Clark et al 08,Standard conditions
Ligusticum apiifolium,Mass_root_21d,0.970000029,  mg,,,Clark et al 08,Standard conditions
Ligusticum apiifolium,Mass_seed,2.640000105,mg,,,Flynn et al. 06,
Ligusticum apiifolium,Mass_seed,4.802000046,mg,,,Clark et al 08b,
Ligusticum apiifolium,Nitrogen_fixing,,,No,,--,
Ligusticum apiifolium,Perenniality,,,perennial,,--,
Ligusticum apiifolium,Propagation_mode,,,seed,,--,
Ligusticum apiifolium,Reproductive_sched,,,polycarpy,,--,
Ligusticum apiifolium,RGR_standard,0.099514104,per day,,,Clark et al 08,Standard conditions
Ligusticum apiifolium,Root_system,,,tap,,Flora ID Northwest 04,
Ligusticum apiifolium,RSA_standard,0.666012704, --,,,Clark et al 08,Standard conditions
Ligusticum apiifolium,SLA_standard,29.31017494, mm2/mg,,,Clark et al 08,Standard conditions
Ligusticum apiifolium,Status_Federal,,,none,,--,
Ligusticum apiifolium,Status_ONHIC,,,none,,--,
Ligusticum apiifolium,Status_State,,,none,,--,
Ligusticum apiifolium,Stem_arrangement,,,multiple upright,,--,
Ligusticum apiifolium,ULR_standard,0.004375947,mg/mm2/day,,,Clark et al 08,Standard conditions
Ligusticum apiifolium,Wetland_Indicator_Status,,,NL,,"USDA, NRCS 07",
Ligusticum apiifolium,Where_native,,,Willamette Valley,,--,
Lolium perenne ssp. perenne,Authority,,,,L.,--
Lolium perenne ssp. perenne,Breeding,,,allogamy,,--
Lolium perenne ssp. perenne,Code,,,,LOPEP,"USDA, NRCS 08"
Lolium perenne ssp. perenne,Common_name,,,,perennial ryegrass,--
Lolium perenne ssp. perenne,Dormancy_break_mech,,,not dormant,,FS Databse 97
Lolium perenne ssp. perenne,Dormancy_break_mech,,,not stratification,,FS Databse 97
Lolium perenne ssp. perenne,Dormancy_break_mech,,,not light,,FS Databse 97
Lolium perenne ssp. perenne,Family,,,,Poaceae,--
Lolium perenne ssp. perenne,Germination_rate,95,%,,,Hayes 76
Lolium perenne ssp. perenne,Growth_form_std,,,graminoid,,--
Lolium perenne ssp. perenne,Habit,,,herbaceous,,--
Lolium perenne ssp. perenne,Habitat_main,,,wetland prairie,,--
Lolium perenne ssp. perenne,Height_max,80,cm,,,Flora ID Northwest 04
Lolium perenne ssp. perenne,Leaf_division,,,simple,,--
Lolium perenne ssp. perenne,Leaf_margin,,,entire,,--
Lolium perenne ssp. perenne,Leaf_shape,,,,lanceolate,--
Lolium perenne ssp. perenne,Life_form,,,hemicryptophyte,,--,
Lolium perenne ssp. perenne,Longevity_plant,3,yrs,,,FS Databse 97,
Lolium perenne ssp. perenne,Mass_aboveground_timed,0.479999989,g,,,Hayes 76,Harvested at 14 days; seedlings grown in monoculture in a greenhouse
Lolium perenne ssp. perenne,Mass_seed,7.5,mg,,,FS Databse 97,
Lolium perenne ssp. perenne,Mass_seed,1.950000048,mg,,,Hayes 76,
Lolium perenne ssp. perenne,Perenniality,,,perennial,,--,
Lolium perenne ssp. perenne,Propagation_mode,,,seed and vegetative,,--,
Lolium perenne ssp. perenne,Ps_pathway,,,C3,,--,
Lolium perenne ssp. perenne,Reproductive_sched,,,polycarpy,,--,
Lolium perenne ssp. perenne,Root_system,,,fibrous,,--,
Lolium perenne ssp. perenne,Status_Federal,,,none,,--,
Lolium perenne ssp. perenne,Status_ONHIC,,,none,,--,
Lolium perenne ssp. perenne,Status_State,,,none,,--,
Lolium perenne ssp. perenne,Stem_arrangement,,,multiple upright,,--,
Lolium perenne ssp. perenne,Taxonomic_group,,,monocot,,,
Lolium perenne ssp. perenne,Wetland_Indicator_Status,,,FACU,,"USDA, NRCS 08",
Lolium perenne ssp. perenne,Where_native,,,Europe,,--
Lomatium bradshawii,Authority,,,,(Rose ex Math.) Math. & Const.,--
Lomatium bradshawii,Breeding,,,mixed,,--
Lomatium bradshawii,Code,,,,LOBR,"USDA, NRCS 08"
Lomatium bradshawii,Common_name,,,,Bradshaw's parsley,--
Lomatium bradshawii,Diaspore_feature,,,wing,,--
Lomatium bradshawii,Dispersal_mode,,,wind,,--
Lomatium bradshawii,Dispersal_peak_month,0,month,,,Kagan 80
Lomatium bradshawii,Dispersal_peak_month,5.5,month,,,Kagan 80
Lomatium bradshawii,Dormancy_break_mech,,,stratification,,Boyer 07a
Lomatium bradshawii,Family,,,,Apiaceae,--
Lomatium bradshawii,Flowering_peak_month,4.5,month,,,Kagan 80
Lomatium bradshawii,Growth_form_std,,,dicot forb,,--
Lomatium bradshawii,Habit,,,herbaceous,,--
Lomatium bradshawii,Habitat_main,,,wetland prairie,,--
Lomatium bradshawii,Height_max,50,cm,,,Flora ID Northwest 04
Lomatium bradshawii,Leaf_division,,,compound,,--,
Lomatium bradshawii,Leaf_margin,,,lobed,,--,
Lomatium bradshawii,Life_form,,,hemicryptophyte,,--,
Lomatium bradshawii,Perenniality,,,perennial,,--,
Lomatium bradshawii,Pollination_mode,,,insect,,Kaye 92a,"solitary bees (Andrena sp., Melanostoma sp., Tenthredinidae sp.) wasps (Ichneumonidae sp.)  flies (Mesograpta marginata, Paragus sp., Sphaerophoria sp. Xylota sp.) beetles (Lebia moesta)"
Lomatium bradshawii,Pollination_mode,,,wind,,Kagan 80,
Lomatium bradshawii,Propagation_mode,,,seed,,--,
Lomatium bradshawii,Reproductive_sched,,,polycarpy,,--,
Lomatium bradshawii,Root_system,,,tap,,--,
Lomatium bradshawii,Status_Federal,,,Endangered,,OrNHIC 04,
Lomatium bradshawii,Status_ONHIC,,,List 1,,OrNHIC 04,
Lomatium bradshawii,Status_State,,,Endangered,,OrNHIC 04,
Lomatium bradshawii,Stem_arrangement,,,multiple upright,,--,
Lomatium bradshawii,Taxonomic_group,,,dicot,,,
Lomatium bradshawii,Where_native,,,Willamette Valley,,--,
Lomatium nudicaule,Authority,,,,(Pursh) Coult. & Rose,--,
Lomatium nudicaule,Clonality,,,non-clonal,,--,
Lomatium nudicaule,Code,,,,LONU2,"USDA, NRCS 07",
Lomatium nudicaule,Common_name,,,,barestem biscuitroot,--,
Lomatium nudicaule,Diaspore_feature,,,wing,,--,
Lomatium nudicaule,Dispersal_mode,,,wind,,--,
Lomatium nudicaule,Dispersal_peak_month,7,month,,,Boyer 07a,
Lomatium nudicaule,Dormancy_break_mech,,,stratification,,Bartow 03b,
Lomatium nudicaule,Dormancy_break_mech,,,not stratification,,Guerrant and Raven 95,
Lomatium nudicaule,Family,,,,Apiaceae,--,
Lomatium nudicaule,Flowering_peak_month,5,month,,,Boyer 07a,
Lomatium nudicaule,Germination_peak_month,12,month,,,Boyer 07a,
Lomatium nudicaule,Germination_rate,85,%,,,Guerrant and Raven 95,Maximum germination
Lomatium nudicaule,Germination_rate,0,mg,,,Clark et al 08b,
Lomatium nudicaule,Growth_form_Corn,,,short basal,,--,
Lomatium nudicaule,Growth_form_std,,,dicot forb,,--,
Lomatium nudicaule,Habit,,,herbaceous,,--,
Lomatium nudicaule,Habitat_main,,,upland prairie,,--
Lomatium nudicaule,Height_max,70,cm,,,Flora ID Northwest 04
Lomatium nudicaule,Leaf_division,,,compound,,--
Lomatium nudicaule,Leaf_margin,,,entire,,--
Lomatium nudicaule,Leaf_shape,,,,obovate,--
Lomatium nudicaule,Life_form,,,hemicryptophyte,,--
Lomatium nudicaule,Mass_seed,11.47000027,mg,,,Guerrant and Raven 95
Lomatium nudicaule,Mass_seed,6.9496665,mg,,,Clark et al 08b
Lomatium nudicaule,Nitrogen_fixing,,,No,,--
Lomatium nudicaule,Perenniality,,,perennial,,--
Lomatium nudicaule,Propagation_mode,,,seed,,--
Lomatium nudicaule,Reproductive_sched,,,polycarpy,,--
Lomatium nudicaule,Root_system,,,tap,,--
Lomatium nudicaule,Seed_length,11.63000011,mm,,,Guerrant and Raven 95
Lomatium nudicaule,Status_Federal,,,none,,--
Lomatium nudicaule,Status_ONHIC,,,none,,--
Lomatium nudicaule,Status_State,,,none,,--,
Lomatium nudicaule,Stem_arrangement,,,multiple upright,,UW Burke Museum,
Lomatium nudicaule,Stem_arrangement,,,single upright,,--,
Lomatium nudicaule,Taxonomic_group,,,dicot,,,
Lomatium nudicaule,Wetland_Indicator_Status,,,NL,,"USDA, NRCS 07",
Lomatium nudicaule,Where_native,,,Willamette Valley,,--,
Lomatium triternatum,Authority,,,,(Pursh) Coult. & Rose,"USDA, NRCS 07",
Lomatium triternatum,Clonality,,,non-clonal,,--,
Lomatium triternatum,Code,,,,LOTR2,"USDA, NRCS 07",
Lomatium triternatum,Common_name,,,,nineleaf biscuitroot,"USDA, NRCS 07",
Lomatium triternatum,Diaspore_feature,,,none,,Flora ID Northwest 04,
Lomatium triternatum,Dormancy_break_mech,,,stratification,,Drake et al. 98,12 weeks
Lomatium triternatum,Family,,,,Apiaceae,--,
Lomatium triternatum,Flowering_peak_month,6,month,,,UW Burke Museum,
Lomatium triternatum,Germination_rate,95,%,,,Flynn et al. 06,
Lomatium triternatum,Germination_rate,64,mg,,,Clark et al 08b,
Lomatium triternatum,Growth_form_Corn,,,semi-basal,,--,
Lomatium triternatum,Growth_form_std,,,dicot forb,,--,
Lomatium triternatum,Habit,,,herbaceous,,--,
Lomatium triternatum,Habitat_main,,,upland prairie,,Native Seed Network 07,
Lomatium triternatum,Height_max,60,cm,,,Flora ID Northwest 04,
Lomatium triternatum,LAR_standard,9.16119957, mm2/mg,,,Clark et al 08,Standard conditions
Lomatium triternatum,Leaf_area_21d,37.23833466, mm2,,,Clark et al 08,Standard conditions
Lomatium triternatum,Leaf_division,,,compound,,Flora ID Northwest 04,
Lomatium triternatum,Leaf_margin,,,entire,,Flora ID Northwest 04,
Lomatium triternatum,Leaf_shape,,,,linear,--,
Lomatium triternatum,Life_form,,,hemicryptophyte,,--,
Lomatium triternatum,LMR_standard,0.429941207, mg/mg,,,Clark et al 08,Standard conditions
Lomatium triternatum,Mass_aboveground_21d,2.016666651,  mg,,,Clark et al 08,Standard conditions
Lomatium triternatum,Mass_root_21d,0.516666651,  mg,,,Clark et al 08,Standard conditions
Lomatium triternatum,Mass_seed,12.21000004,mg,,,Flynn et al. 06,
Lomatium triternatum,Mass_seed,4.388999939,mg,,,Clark et al 08b,
Lomatium triternatum,Nitrogen_fixing,,,No,,--,
Lomatium triternatum,Perenniality,,,perennial,,--,
Lomatium triternatum,Propagation_mode,,,seed,,--,
Lomatium triternatum,Reproductive_sched,,,polycarpy,,--,
Lomatium triternatum,RGR_standard,0.053316753,per day,,,Clark et al 08,Standard conditions
Lomatium triternatum,Root_system,,,tap,,Flora ID Northwest 04,
Lomatium triternatum,RSA_standard,0.674290478, --,,,Clark et al 08,Standard conditions
Lomatium triternatum,SLA_standard,19.66725159, mm2/mg,,,Clark et al 08,Standard conditions
Lomatium triternatum,Status_Federal,,,none,,--,
Lomatium triternatum,Status_ONHIC,,,none,,--,
Lomatium triternatum,Status_State,,,none,,--,
Lomatium triternatum,Stem_arrangement,,,multiple upright,,UW Burke Museum,
Lomatium triternatum,Stem_arrangement,,,single upright,,UW Burke Museum,
Lomatium triternatum,ULR_standard,0.006196589,mg/mm2/day,,,Clark et al 08,Standard conditions
Lomatium triternatum,Wetland_Indicator_Status,,,NL,,"USDA, NRCS 07",
Lomatium triternatum,Where_native,,,Willamette Valley,,--,
Lomatium utriculatum,Authority,,,,(Nutt.) Coult. & Rose,--,
Lomatium utriculatum,Code,,,,LOUT,--,
Lomatium utriculatum,Common_name,,,,common lomatium,--,
Lomatium utriculatum,Dormancy_break_mech,,,not stratification,,Guerrant and Raven 95,
Lomatium utriculatum,Family,,,,Apiaceae,--,
Lomatium utriculatum,Germination_rate,83,%,,,Guerrant and Raven 95,Maximum germination
Lomatium utriculatum,Germination_rate,69.69999695,%,,,Roberts and Clark 04b,
Lomatium utriculatum,Growth_form_std,,,dicot forb,,--,
Lomatium utriculatum,Habit,,,herbaceous,,--,
Lomatium utriculatum,Habitat_main,,,upland prairie,,--,
Lomatium utriculatum,Height_max,50,cm,,,Flora ID Northwest 04,
Lomatium utriculatum,Leaf_division,,,compound,,--,
