This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"11R07S","BAKER BUTTE",-111.3828,34.4556,2347,"SNOTEL","93447"
"11R10S","PROMONTORY",-111.0108,34.3681,2417,"SNOTEL","93449"
"12A02S","DUPUYER CREE",-112.7586,48.0625,1753,"SNOTEL","93451"
"12B12S","MOUNT LOCKHA",-112.8228,47.9169,1951,"SNOTEL","93452"
"12B13S","WALDRON",-112.7906,47.9203,1707,"SNOTEL","93453"
"12B14S","COPPER CAMP",-112.7297,47.0822,2118,"SNOTEL","93454"
"12B16S","COPPER BOTTO",-112.5947,47.0572,1585,"SNOTEL","93455"
"12B17S","WOOD CREEK",-112.8131,47.4494,1817,"SNOTEL","93456"
"12C11S","ROCKER PEAK",-112.2622,46.3572,2438,"SNOTEL","93457"
"12C13S","FROHNER MEAD",-112.1928,46.4356,1975,"SNOTEL","93458"
"12C22S","NEVADA RIDGE",-112.5069,46.8422,2140,"SNOTEL","93460"
"12D09S","BASIN CREEK",-112.5208,45.7978,2188,"SNOTEL","93461"
"12D11S","MULE CREEK",-112.9594,45.4075,2530,"SNOTEL","93462"
"12E07S","DIVIDE",-112.0567,44.7931,2377,"SNOTEL","93463"
"12E08S","BEAGLE SPRIN",-112.9831,44.4725,2697,"SNOTEL","93464"
"12G17S","WILDHORSE DI",-112.4778,42.7575,1978,"SNOTEL","93465"
"12G18S","OXFORD SPRIN",-112.1253,42.2606,2054,"SNOTEL","93466"
"12J06S","ROCKY BASIN-",-112.2239,40.4425,2713,"SNOTEL","93468"
"12J07S","MINING FORK",-112.6117,40.4942,2438,"SNOTEL","93469"
"12J09S","DRY FORK",-112.1731,40.5656,2182,"SNOTEL","93470"
"12K02S","OAK CREEK",-112.1919,39.3486,2369,"SNOTEL","93473"
"12L04S","BOX CREEK",-112.0186,38.5081,2987,"SNOTEL","93474"
"12L05S","SQUAW SPRING",-112.0069,38.4972,2775,"SNOTEL","93475"
"12L06S","KIMBERLY MIN",-112.3928,38.4839,2835,"SNOTEL","93476"
"12L12S","MERCHANT VAL",-112.4364,38.3031,2667,"SNOTEL","93478"
"12L15S","PINE CREEK",-112.2489,38.8825,2682,"SNOTEL","93479"
"12L20S","JONES CORRAL",-112.1678,38.0714,2971,"SNOTEL","93480"
"12M03S","WEBSTER FLAT",-112.9003,37.5739,2804,"SNOTEL","93481"
"12M06S","LONG VALLEY",-112.5142,37.4875,2243,"SNOTEL","93483"
"12M13S","CASTLE VALLE",-112.7406,37.6606,2920,"SNOTEL","93484"
"12M23S","MIDWAY VALLE",-112.8378,37.5692,2987,"SNOTEL","93485"
"12M26S","AGUA CANYON",-112.2711,37.5222,2713,"SNOTEL","93486"
"12P01S","CHALENDER",-112.0622,35.2625,2164,"SNOTEL","93487"
"12P02S","WHITE HORSE",-112.1489,35.1419,2188,"SNOTEL","93488"
"13A15S","BADGER PASS",-113.0239,48.1308,2103,"SNOTEL","93489"
"13A19S","FLATTOP MTN.",-113.8572,48.8019,1920,"SNOTEL","93490"
"13A24S","EMERY CREEK",-113.9369,48.4339,1326,"SNOTEL","93491"
"13A25S","NOISY BASIN",-113.9461,48.1569,1841,"SNOTEL","93492"
"13A26S","PIKE CREEK",-113.3281,48.3031,1807,"SNOTEL","93493"
"13A27S","MANY GLACIER",-113.6714,48.7969,1494,"SNOTEL","93494"
"13B07S","NORTH FORK J",-113.7564,47.2711,1929,"SNOTEL","93495"
"13B22S","KRAFT CREEK",-113.7753,47.4275,1448,"SNOTEL","93496"
"13B24S","MOSS PEAK",-113.9611,47.6844,2067,"SNOTEL","93498"
"13B25S","BISSON CREEK",-113.9969,47.6822,1500,"SNOTEL","93499"
"13C01S","STUART MOUNT",-113.9256,46.9950,2256,"SNOTEL","93500"
"13C03S","SKALKAHO SUM",-113.7725,46.2428,2210,"SNOTEL","93501"
"13C13S","BLACK PINE",-113.4303,46.4144,2198,"SNOTEL","93502"
"13C31S","N FK ELK CRE",-113.2764,46.8725,1905,"SNOTEL","93503"
"13C33S","COMBINATION",-113.3933,46.4661,1707,"SNOTEL","93504"
"13C36S","PETERSON MEA",-113.3000,46.1333,2195,"SNOTEL","93505"
"13C38S","LUBRECHT FLU",-113.3228,46.8822,1426,"SNOTEL","93506"
"13C39S","DALY CREEK",-113.8533,46.1997,1762,"SNOTEL","93507"
"13C43S","WARM SPRINGS",-113.1647,46.2744,2377,"SNOTEL","93508"
"13C44S","BARKER LAKES",-113.1306,46.0972,2515,"SNOTEL","93509"
"13D10S","BLOODY DICK",-113.5014,45.1639,2316,"SNOTEL","93510"
"13D16S","MOOSE CREEK",-113.9539,45.6706,1890,"SNOTEL","93511"
"13D19S","DARKHORSE LA",-113.5850,45.1744,2621,"SNOTEL","93512"
"13D22S","SADDLE MTN.",-113.9683,45.6931,2420,"SNOTEL","93513"
"13D26S","CALVERT CREE",-113.3256,45.8839,1960,"SNOTEL","93514"
"13E06S","MOONSHINE",-113.3989,44.4153,2268,"SNOTEL","93515"
"13E16S","SCHWARTZ LAK",-113.8369,44.8478,2627,"SNOTEL","93516"
"13E23S","LEMHI RIDGE",-113.4453,44.9914,2469,"SNOTEL","93518"
"13E27S","HILTS CREEK",-113.4731,44.0178,2438,"SNOTEL","93519"
"13F03S","BEAR CANYON",-113.9386,43.7442,2408,"SNOTEL","93520"
"13F04S","GARFIELD R.S",-113.9308,43.6106,1999,"SNOTEL","93521"
"13F09S","SWEDE PEAK",-113.9686,43.6253,2329,"SNOTEL","93522"
"13G01S","HOWELL CANYO",-113.6156,42.3211,2432,"SNOTEL","93524"
"13H05S","GEORGE CREEK",-113.4117,41.9158,2741,"SNOTEL","93525"
"13M02S","LONG FLAT",-113.3969,37.5131,2438,"SNOTEL","93526"
"13M04S","LITTLE GRASS",-113.8461,37.4864,1859,"SNOTEL","93527"
"13M05S","KOLOB",-113.0500,37.5300,2819,"SNOTEL","93528"
"13M06S","GUTZ PEAK",-113.9422,37.4961,2078,"SNOTEL","93529"
"13M07S","GARDNER PEAK",-113.4594,37.4011,2545,"SNOTEL","93530"
"14A11S","GRAVE CREEK",-114.7664,48.9144,1311,"SNOTEL","93531"
"14A12S","STAHL PEAK",-114.8631,48.9089,1838,"SNOTEL","93532"
"14A14S","HAND CREEK",-114.8403,48.3078,1535,"SNOTEL","93533"
"14B04S","BLACKTAIL MT",-114.3543,47.9829,1722,"SNOTEL","93534"
"14B05S","SLEEPING WOM",-114.3347,47.1786,1875,"SNOTEL","93535"
"14C04S","SAVAGE PASS",-114.6317,46.4664,1881,"SNOTEL","93536"
"14C05S","LOLO PASS",-114.5811,46.6347,1597,"SNOTEL","93537"
"14C12S","TWIN LAKES",-114.5053,46.1433,1951,"SNOTEL","93538"
"14C13S","TWELVEMILE C",-114.4475,46.1431,1707,"SNOTEL","93539"
"14D02S","NEZ PERCE CA",-114.4800,45.7311,1722,"SNOTEL","93540"
"14E01S","MILL CREEK S",-114.4903,44.4719,2682,"SNOTEL","93541"
"14E04S","MORGAN CREEK",-114.2686,44.8431,2316,"SNOTEL","93542"
"14F03S","LOST-WOOD DI",-114.2636,43.8250,2408,"SNOTEL","93544"
"14F04S","VIENNA MINE",-114.8528,43.7994,2731,"SNOTEL","93545"
"14F08S","DOLLARHIDE S",-114.6742,43.6025,2566,"SNOTEL","93546"
"14F11S","SOLDIER R.S.",-114.8269,43.4839,1750,"SNOTEL","93547"
"14F16S","HYNDMAN",-114.1589,43.7097,2268,"SNOTEL","93549"
"14F17S","GALENA",-114.6725,43.8772,2268,"SNOTEL","93550"
"14K02S","BERRY CREEK",-114.6231,39.3194,2774,"SNOTEL","93555"
"14K05S","WARD MOUNTAI",-114.9553,39.1322,2804,"SNOTEL","93556"
"14L04S","WHEELER PEAK",-114.3100,39.0100,3093,"SNOTEL","93557"
"15A03S","HAWKINS LAKE",-115.9539,48.9722,1966,"SNOTEL","93558"
"15A05S","GARVER CREEK",-115.8192,48.9758,1295,"SNOTEL","93559"
"15A08S","BANFIELD MOU",-115.4428,48.5703,1707,"SNOTEL","93560"
"15A12S","POORMAN CREE",-115.6236,48.1253,1554,"SNOTEL","93561"
"15B02S","LOOKOUT",-115.7042,47.4575,1567,"SNOTEL","93562"
"15B09S","SUNSET",-115.8242,47.5544,1689,"SNOTEL","93563"
"15B14S","LOST LAKE",-115.9608,47.0808,1862,"SNOTEL","93564"
"15B21S","HUMBOLDT GUL",-115.7769,47.5317,1295,"SNOTEL","93565"
"15C05S","PIERCE R.S.",-115.7961,46.4950,939,"SNOTEL","93567"
"15C09S","CRATER MEADO",-115.2883,46.5631,1817,"SNOTEL","93569"
"15C10S","HOODOO BASIN",-115.0339,46.9753,1844,"SNOTEL","93570"
"15C16S","COOL CREEK",-115.2953,46.7636,1914,"SNOTEL","93571"
"15D06S","MOUNTAIN MEA",-115.2294,45.6969,1939,"SNOTEL","93573"
"15E11S","BANNER SUMMI",-115.2344,44.3033,2146,"SNOTEL","93578"
"15F01S","MORES CREEK",-115.6656,43.9319,1859,"SNOTEL","93579"
"15G02S","WILSON CREEK",-115.0050,42.0175,2170,"SNOTEL","93586"
"15H01S","BEAR CREEK",-115.4522,41.8342,2377,"SNOTEL","93587"
"15H03S","SEVENTYSIX C",-115.4722,41.7369,2164,"SNOTEL","93588"
"15H04S","BIG BEND",-115.6889,41.7619,2042,"SNOTEL","93589"
"15H09S","TAYLOR CANYO",-116.0297,41.2286,1890,"SNOTEL","93590"
"15H24S","DRAW CREEK",-115.3231,41.6614,2195,"SNOTEL","93593"
"15J01S","DORSEY BASIN",-115.2047,40.8933,2469,"SNOTEL","93594"
"15J06S","LAMOILLE #3",-115.3817,40.6444,2347,"SNOTEL","93595"
"15J09S","GREEN MOUNTA",-115.5253,40.3844,2438,"SNOTEL","93596"
"15J12S","CORRAL CANYO",-115.5347,40.2778,2591,"SNOTEL","93597"
"15J15S","HOLE-IN-MOUN",-115.0961,40.9411,2408,"SNOTEL","93598"
"15N09S","BRISTLECONE",-115.6956,36.3158,2737,"SNOTEL","93600"
"15N10S","LEE CANYON",-115.6750,36.3053,2629,"SNOTEL","93601"
"15N11S","RAINBOW CANY",-115.6294,36.2492,2431,"SNOTEL","93602"
"16A08S","BEAR MOUNTAI",-116.0731,48.3050,1646,"SNOTEL","93604"
"16A10S","SCHWEITZER B",-116.6394,48.3742,1856,"SNOTEL","93605"
"16A12S","HIDDEN LAKE",-116.7575,48.8936,1536,"SNOTEL","93606"
"16A14S","MYRTLE CREEK",-116.4631,48.7225,1073,"SNOTEL","93608"
"16C01S","SHERWIN",-116.3397,46.9503,975,"SNOTEL","93610"
"16C02S","MOSCOW MOUNT",-116.8603,46.8050,1433,"SNOTEL","93611"
"16C20S","ELK BUTTE",-116.1228,46.8400,1734,"SNOTEL","93612"
"16E05S","SQUAW FLAT",-116.2486,44.7708,1902,"SNOTEL","93615"
"16E10S","BEAR SADDLE",-116.9831,44.6036,1884,"SNOTEL","93616"
"16E11S","BEAR BASIN",-116.1431,44.9525,1631,"SNOTEL","93617"
"16E14S","VAN WYCK",-116.3367,44.3767,1500,"SNOTEL","93618"
"16F08S","REYNOLDS CRE",-116.7547,43.0669,1707,"SNOTEL","93622"
"16G07S","MUD FLAT",-116.5589,42.6003,1747,"SNOTEL","93624"
"16H02S","JACK CREEK U",-116.0089,41.5469,2210,"SNOTEL","93625"
"16H04S","JACKS PEAK",-116.0181,41.5169,2566,"SNOTEL","93626"
"16H05S","LAUREL DRAW",-116.0281,41.7769,2042,"SNOTEL","93627"
"16H07S","TOE JAM",-116.3381,41.3219,2362,"SNOTEL","93628"
"16H08S","FAWN CREEK",-116.1014,41.8211,2134,"SNOTEL","93629"
"16J01S","LEWIS PEAK",-116.8650,40.3575,2256,"SNOTEL","93630"
"17A01S","BUNCHGRASS M",-117.1761,48.6869,1524,"SNOTEL","93631"
"17B04S","QUARTZ PEAK",-117.0867,47.8833,1433,"SNOTEL","93632"
"17B06S","RAGGED MOUNT",-117.0367,47.8558,1283,"SNOTEL","93633"
"17C04S","SPRUCE SPRIN",-117.5425,46.1842,1737,"SNOTEL","93634"
"17C05S","TOUCHET",-117.8506,46.1186,1686,"SNOTEL","93635"
"17C06S","SOURDOUGH GU",-117.3808,46.2411,1219,"SNOTEL","93636"
"17D02S","ANEROID LAKE",-117.1928,45.2136,2225,"SNOTEL","93637"
"17D06S","MOSS SPRINGS",-117.6875,45.2717,1783,"SNOTEL","93638"
"17D07S","TAYLOR GREEN",-117.5508,45.0772,1750,"SNOTEL","93639"
"17D08S","SCHNEIDER ME",-117.1653,45.0011,1646,"SNOTEL","93640"
"17D18S","MT. HOWARD",-117.1731,45.2647,2411,"SNOTEL","93641"
"17H07S","LAMANCE CREE",-117.6314,41.5153,1829,"SNOTEL","93644"
"17H08S","GRANITE PEAK",-117.5661,41.6706,2377,"SNOTEL","93645"
"17K04S","BIG CREEK SU",-117.1142,39.2916,2650,"SNOTEL","93646"
"18A21S","SENTINEL BUT",-118.3986,48.8611,1500,"SNOTEL","93647"
"18D04S","EMIGRANT SPR",-118.4539,45.5581,1196,"SNOTEL","93648"
"18D08S","COUNTY LINE",-118.5500,45.1911,1463,"SNOTEL","93650"
"18D09S","BEAVER RESER",-118.2197,45.1450,1570,"SNOTEL","93651"
"18D19S","HIGH RIDGE",-118.1053,45.6975,1518,"SNOTEL","93652"
"18D20S","BOWMAN SPRIN",-118.4672,45.3644,1396,"SNOTEL","93653"
"18D21S","WOLF CREEK",-118.1519,45.0672,1737,"SNOTEL","93654"
"18E03S","EILERTSON ME",-118.1139,44.8692,1646,"SNOTEL","93655"
"18E05S","BOURNE",-118.1878,44.8306,1768,"SNOTEL","93656"
"18E08S","GOLD CENTER",-118.3117,44.7639,1628,"SNOTEL","93657"
"18E09S","TIPTON",-118.4261,44.6558,1570,"SNOTEL","93658"
"18E16S","BLUE MOUNTAI",-118.5175,44.2478,1798,"SNOTEL","93659"
"18E18S","LAKE CREEK R",-118.6378,44.2100,1585,"SNOTEL","93660"
"18F01S","ROCK SPRINGS",-118.8381,44.0092,1554,"SNOTEL","93661"
"18G01S","SILVIES",-118.6881,42.7531,2103,"SNOTEL","93662"
"18G02S","FISH CREEK",-118.6264,42.7106,2408,"SNOTEL","93663"
"18H01S","DISASTER PEA",-118.1886,41.9675,1981,"SNOTEL","93664"
"19A02S","SALMON MEADO",-119.8381,48.6547,1372,"SNOTEL","93665"
"19A13S","MOSES MTN",-119.0814,48.3614,1615,"SNOTEL","93666"
"19D02S","ARBUCKLE MTN",-119.2542,45.1906,1646,"SNOTEL","93667"
"19D03S","MADISON BUTT",-119.4958,45.1053,1600,"SNOTEL","93668"
"19E03S","DERR.",-119.9303,44.4464,1728,"SNOTEL","93669"
"19E07S","STARR RIDGE",-119.0211,44.2650,1615,"SNOTEL","93670"
"19F01S","SNOW MOUNTAI",-119.5400,43.9486,1896,"SNOTEL","93671"
"19H05S","SHELDON",-119.4447,41.9044,1786,"SNOTEL","93672"
"19K04S","MARLETTE LAK",-119.8964,39.1642,2438,"SNOTEL","93674"
"19K08S","BIG MEADOW",-119.9411,39.4550,2530,"SNOTEL","93676"
"19L03S","HAGAN'S MEAD",-119.9372,38.8519,2438,"SNOTEL","93677"
"19L05S","BLUE LAKES",-119.9256,38.6078,2438,"SNOTEL","93678"
"19L06S","POISON FLAT",-119.6253,38.5058,2408,"SNOTEL","93679"
"19L07S","SONORA PASS",-119.6006,38.3108,2682,"SNOTEL","93680"
"19L08S","LEAVITT MEAD",-119.5514,38.3031,2195,"SNOTEL","93681"
"19L13S","VIRGINIA LAK",-119.2339,38.0731,2804,"SNOTEL","93682"
"19L17S","LOBDELL LAKE",-119.3664,38.4375,2804,"SNOTEL","93683"
"19L19S","EBBETTS PASS",-119.8047,38.5497,2652,"SNOTEL","93685"
"19L24S","HEAVENLY VAL",-119.9169,38.9242,2697,"SNOTEL","93686"
"19L38S","LEAVITT LAKE",-119.6128,38.2756,2865,"SNOTEL","93687"
"19L39S","SPRATT CREEK",-119.8172,38.6661,1890,"SNOTEL","93688"
"19L40S","MONITOR PASS",-119.6089,38.6689,2545,"SNOTEL","93689"
"19L42S","SUMMIT MEADO",-119.5303,38.4022,2780,"SNOTEL","93691"
"19L44S","HORSE MEADOW",-119.8867,38.8367,2631,"SNOTEL","93693"
"19L45S","CARSON PASS",-119.9933,38.6931,2591,"SNOTEL","93694"
"20A05S","HARTS PASS",-120.6586,48.7203,1981,"SNOTEL","93695"
"20A09S","RAINY PASS",-120.7356,48.5189,1457,"SNOTEL","93697"
"20A12S","PARK CREEK R",-120.9156,48.4450,1402,"SNOTEL","93698"
"20A23S","LYMAN LAKE",-120.9189,48.1906,1798,"SNOTEL","93699"
"20A41S","SWAMP CREEK",-120.7825,48.5714,1219,"SNOTEL","93702"
"20A46S","TRINITY",-120.8492,48.0747,872,"SNOTEL","93703"
"20B02S","BLEWETT PASS",-120.6797,47.3508,1301,"SNOTEL","93704"
"20B07S","UPPER WHEELE",-120.3703,47.2872,1341,"SNOTEL","93705"
"20B11S","GROUSE CAMP",-120.4878,47.2811,1640,"SNOTEL","93706"
"20B24S","POPE RIDGE",-120.5664,47.9911,1079,"SNOTEL","93707"
"20B25S","TROUGH",-120.2944,47.2336,1615,"SNOTEL","93708"
"20D02S","INDIAN ROCK",-120.8078,45.9908,1634,"SNOTEL","93709"
"20E02S","OCHOCO MEADO",-120.3314,44.4289,1585,"SNOTEL","93710"
"20G06S","QUARTZ MOUNT",-120.8253,42.3192,1737,"SNOTEL","93712"
"20G09S","STRAWBERRY",-120.8361,42.1258,1756,"SNOTEL","93713"
"20H02S","CROWDER FLAT",-120.7522,41.8931,1554,"SNOTEL","93715"
"20H06S","CEDAR PASS",-120.3000,41.5833,2164,"SNOTEL","93716"
"20H12S","DISMAL SWAMP",-120.1667,41.9667,2134,"SNOTEL","93717"
"20K03S","INDEPENDENCE",-120.2825,39.4900,1981,"SNOTEL","93719"
"20K04S","INDEPENDENCE",-120.2928,39.4522,2134,"SNOTEL","93720"
"20K05S","INDEPENDENCE",-120.3133,39.4278,2576,"SNOTEL","93721"
"20K13S","TRUCKEE #2",-120.1831,39.3008,1951,"SNOTEL","93722"
"20K25S","WARD CREEK #",-120.2189,39.1356,2057,"SNOTEL","93723"
"20K30S","SQUAW VALLEY",-120.2656,39.1900,2499,"SNOTEL","93725"
"20K31S","CSS LAB",-120.3700,39.3300,2103,"SNOTEL","93726"
"20L06S","ECHO PEAK",-120.0742,38.8428,2377,"SNOTEL","93728"
"21A01S","BEAVER PASS",-121.2500,48.8667,1103,"SNOTEL","93730"
"21A07S","EASY PASS",-121.4389,48.8594,1606,"SNOTEL","93731"
"21A09S","MARTEN RIDGE",-121.6981,48.7631,1085,"SNOTEL","93732"
"21A28S","BROWN TOP",-121.1972,48.9275,1777,"SNOTEL","93734"
"21A31S","WELLS CREEK",-121.7900,48.8658,1280,"SNOTEL","93735"
"21A32S","ELBOW LAKE",-121.9081,48.6906,975,"SNOTEL","93736"
"21A35S","HOZOMEEN CAM",-121.0797,48.9808,503,"SNOTEL","93737"
"21A36S","MF NOOKSACK",-121.9294,48.8247,1518,"SNOTEL","93738"
"21B01S","STEVENS PASS",-121.0925,47.7464,1241,"SNOTEL","93739"
"21B04S","FISH LAKE",-121.0856,47.5353,1027,"SNOTEL","93740"
"21B10S","STAMPEDE PAS",-121.3408,47.2753,1177,"SNOTEL","93741"
"21B13S","CORRAL PASS",-121.4650,47.0186,1829,"SNOTEL","93742"
"21B17S","REX RIVER",-121.6047,47.3019,1219,"SNOTEL","93743"
"21B20S","TINKHAM CREE",-121.4697,47.3322,936,"SNOTEL","93744"
"21B21S","MOUNT GARDNE",-121.5681,47.3578,914,"SNOTEL","93745"
"21B31S","SAWMILL RIDG",-121.4167,47.1500,1433,"SNOTEL","93746"
"21B42S","COUGAR MOUNT",-121.6722,47.2764,975,"SNOTEL","93747"
"21B48S","ALPINE MEADO",-121.6989,47.7797,1067,"SNOTEL","93748"
"21B50S","LYNN LAKE",-121.7797,47.2017,1189,"SNOTEL","93749"
"21B51S","SASSE RIDGE",-121.0636,47.3847,1280,"SNOTEL","93750"
"21B55S","OLALLIE MEAD",-121.4419,47.3742,1128,"SNOTEL","93751"
"21B60S","SKOOKUM CREE",-121.6094,47.6844,1195,"SNOTEL","93753"
"21B62S","HUCKLEBERRY",-121.5867,47.0656,610,"SNOTEL","93754"
"21B63S","BURNT MOUNTA",-121.9400,47.0444,1280,"SNOTEL","93755"
"21C10S","GREEN LAKE",-121.1711,46.5478,1829,"SNOTEL","93756"
"21C13S","SURPRISE LAK",-121.7633,46.0947,1295,"SNOTEL","93757"
"21C14S","POTATO HILL",-121.5144,46.3492,1372,"SNOTEL","93758"
"21C17S","MORSE LAKE",-121.4828,46.9056,1646,"SNOTEL","93759"
"21C20S","SPENCER MEAD",-121.9264,46.1797,1036,"SNOTEL","93760"
"21C26S","LONE PINE",-121.9636,46.2722,1158,"SNOTEL","93761"
"21C28S","WHITE PASS E",-121.3806,46.6422,1372,"SNOTEL","93762"
"21C33S","PIGTAIL PEAK",-121.3864,46.6214,1798,"SNOTEL","93763"
"21C35S","PARADISE",-121.7469,46.7814,1561,"SNOTEL","93764"
"21C38S","BUMPING RIDG",-121.3317,46.8103,1402,"SNOTEL","93765"
"21C39S","LOST HORSE",-121.0811,46.3572,1524,"SNOTEL","93766"
"21C40S","MOWICH",-121.9525,46.9281,960,"SNOTEL","93767"
"21C41S","CAYUSE PASS",-121.5317,46.8717,1585,"SNOTEL","93768"
"21C42S","PEPPER CREEK",-121.9558,46.1025,652,"SNOTEL","93769"
"21D01S","GREENPOINT",-121.7044,45.6222,975,"SNOTEL","93770"
"21D04S","RED HILL",-121.7044,45.4647,1341,"SNOTEL","93771"
"21D08S","MT HOOD TEST",-121.7158,45.3214,1646,"SNOTEL","93772"
"21D12S","CLEAR LAKE",-121.6916,45.1883,1161,"SNOTEL","93773"
"21D13S","CLACKAMAS LA",-121.7528,45.0964,1036,"SNOTEL","93774"
"21D14S","PEAVINE RIDG",-121.9325,45.0414,1067,"SNOTEL","93775"
"21D33S","BLAZED ALDER",-121.8564,45.4283,1113,"SNOTEL","93776"
"21D35S","MUD RIDGE",-121.7367,45.2536,1158,"SNOTEL","93777"
"21E04S","MARION FORKS",-121.9739,44.5936,792,"SNOTEL","93778"
"21E05S","SANTIAM JCT.",-121.9450,44.4350,1143,"SNOTEL","93779"
"21E06S","HOGG PASS",-121.8569,44.4206,1451,"SNOTEL","93780"
"21E07S","MCKENZIE",-121.8728,44.2103,1463,"SNOTEL","93781"
"21F10S","NEW CRESCENT",-121.9797,43.5119,1463,"SNOTEL","93783"
"21F12S","SILVER CREEK",-121.1811,42.9561,1743,"SNOTEL","93784"
"21F21S","IRISH TAYLOR",-121.9486,43.8036,1676,"SNOTEL","93785"
"21F22S","CHEMULT ALTE",-121.8067,43.2261,1451,"SNOTEL","93786"
"21G04S","GERBER RESER",-121.1333,42.2064,1478,"SNOTEL","93788"
"21G16S","SWAN LAKE MT",-121.7406,42.4081,2073,"SNOTEL","93789"
"21G17S","SUN PASS",-121.9772,42.7864,1707,"SNOTEL","93790"
"22C09S","JUNE LAKE",-122.1547,46.1481,1018,"SNOTEL","93793"
"22C10S","SHEEP CANYON",-122.2544,46.1931,1228,"SNOTEL","93794"
"22C12S","SPIRIT LAKE",-122.1772,46.2611,1073,"SNOTEL","93795"
"22C13S","SWIFT CREEK",-122.1842,46.1636,1149,"SNOTEL","93796"
"22D01S","CALAMITY",-122.2164,45.9039,753,"SNOTEL","93797"
"22D02S","NORTH FORK",-122.0031,45.5503,966,"SNOTEL","93798"
"22D03S","SOUTH FORK B",-122.0311,45.4461,802,"SNOTEL","93799"
"22E07S","JUMP OFF JOE",-122.1669,44.3861,1067,"SNOTEL","93800"
"22E08S","DALY LAKE",-122.0872,44.5219,1097,"SNOTEL","93801"
"22E09S","LITTLE MEADO",-122.2261,44.6131,1219,"SNOTEL","93802"
"22F03S","CASCADE SUMM",-122.0603,43.5903,1487,"SNOTEL","93803"
"22F04S","SALT CREEK F",-122.1175,43.6119,1219,"SNOTEL","93804"
"22F05S","RAILROAD OVE",-122.2125,43.6586,838,"SNOTEL","93805"
"22F14S","SUMMIT LAKE",-122.1381,43.4489,1707,"SNOTEL","93806"
"22F18S","DIAMOND LAKE",-122.1400,43.1878,1620,"SNOTEL","93807"
"22F42S","HOLLAND MEAD",-122.5689,43.6692,1494,"SNOTEL","93808"
"22F43S","ROARING RIVE",-122.0311,43.9011,1494,"SNOTEL","93809"
"22F45S","TOKETEE AIRS",-122.4253,43.2272,988,"SNOTEL","93810"
"22G06S","ANNIE SPRING",-122.1656,42.8700,1835,"SNOTEL","93811"
"22G12S","FOURMILE LAK",-122.2289,42.4392,1829,"SNOTEL","93812"
"22G13S","BILLIE CREEK",-122.2664,42.4069,1615,"SNOTEL","93813"
"22G14S","FISH LK.",-122.3494,42.3800,1422,"SNOTEL","93814"
"22G21S","BIG RED MOUN",-122.8547,42.0525,1905,"SNOTEL","93816"
"22G24S","COLD SPRINGS",-122.1769,42.5331,1792,"SNOTEL","93817"
"22G33S","SEVENMILE MA",-122.1417,42.6983,1890,"SNOTEL","93818"
"23B06S","MOUNT CRAG",-123.0261,47.7644,1234,"SNOTEL","93819"
"23B16S","DUNGENESS",-123.0789,47.8725,1250,"SNOTEL","93820"
"23B17S","WATERHOLE",-123.4261,47.9447,1524,"SNOTEL","93821"
"23B18S","BUCKINGHORSE",-123.4575,47.7086,1472,"SNOTEL","93822"
"23D01S","SADDLE MOUNT",-123.3731,45.5447,991,"SNOTEL","93823"
"23D02S","SEINE CREEK",-123.2967,45.5258,610,"SNOTEL","93824"
"23D03S","MILLER WOODS",-123.2600,45.2369,137,"SNOTEL","93825"
"23G09S","KING MOUNTAI",-123.2000,42.7239,1219,"SNOTEL","93826"
"23G15S","BIGELOW CAMP",-123.3439,42.0786,1561,"SNOTEL","93827"
"03026","BURLINGTON C",-102.2842,39.2447,1278,"WBAN","93940"
"03029","WINDOW ROCK",-109.0614,35.6575,2054,"WBAN","93943"
"03032","DRYDEN TERRE",-102.2131,30.0481,708,"WBAN","93946"
"03102","ONTARIO INTE",-117.6003,34.0561,289,"WBAN","93954"
"03122","TORRANCE AP",-118.3411,33.8017,34,"WBAN","93973"
"03125","YUMA PROVING",-114.3942,32.8356,99,"WBAN","93976"
"03145","YUMA MCAS",-114.6167,32.6500,65,"WBAN","93996"
"03159","LANCASTER WM",-118.2117,34.7411,713,"WBAN","94010"
"03162","PAGE MUNICIP",-111.4478,36.9261,1314,"WBAN","94012"
"03171","RIVERSIDE MU",-117.4386,33.9519,245,"WBAN","94021"
"03178","SAN DIEGO BR",-116.9794,32.5722,157,"WBAN","94028"
"03179","CHINO AIRPOR",-117.6361,33.9753,198,"WBAN","94029"
"03184","PHOENIX DEER",-112.0817,33.6883,443,"WBAN","94034"
"03810","HICKORY REGI",-81.3897,35.7411,348,"WBAN","94063"
"03820","AUGUSTA BUSH",-81.9647,33.3697,40,"WBAN","94073"
"03822","SAVANNAH INT",-81.2100,32.1300,14,"WBAN","94075"
"03841","OAK RIDGE AT",-84.2192,35.9981,311,"WBAN","94093"
"03847","CROSSVILLE M",-85.0825,35.9542,569,"WBAN","94099"
"03849","LONDON-CORBI",-84.0769,37.0872,362,"WBAN","94101"
"03853","MAYPORT NS",-81.4167,30.4000,5,"WBAN","94105"
"03855","PENSACOLA FO",-87.3167,30.3500,10,"WBAN","94107"
"03859","BLUEFIELD ME",-81.2078,37.2958,875,"WBAN","94111"
"03868","TERRE HAUTE",-87.3089,39.4519,175,"WBAN","94120"
